batch_index,direction,level,category,broken_idx,dist_traveled_50,ret_10,ret_20,ret_50
218,-1,1.0626200437545776,matched,9867,0.004970043754577658,0.0001100437545775712,0.0028400437545776924,0.0029000437545776414
219,-1,1.0613000392913818,matched,9879,0.003650039291381857,0.0018800392913818076,0.0022600392913818546,0.0011400392913818447
220,-1,1.0581899881362915,matched,9899,0.0005399881362915249,-0.0008500118637084775,-0.0011100118637084044,-0.00232001186370856
221,1,1.0599499940872192,matched,9910,0.0029700059127808487,-2.9994087219264998e-05,0.0010000059127808214,0.0014500059127806608
222,1,1.0614399909973145,matched,9949,0.0015300090026855173,-0.0007799909973145169,0.000260009002685635,1.0009002685551494e-05
223,1,1.062309980392456,matched,9958,0.0015600196075440387,-0.0013899803924559695,-0.0018299803924559654,0.0014500196075439842
224,1,1.0623300075531006,matched,9978,0.0015399924468995074,-0.0007800075531005923,-0.0007300075531004868,0.001329992446899464
225,1,1.063670039176941,matched,10030,0.002159960823059137,0.0009099608230591638,0.0001999608230591754,0.0017999608230589992
226,1,1.0683799982070923,matched,10114,0.0010700017929077266,-0.00045999820709230477,0.0005000017929077671,-0.0017799982070922926
227,-1,1.0654300451278687,matched,10165,0.010950045127868568,-0.0012099548721313802,0.006870045127868707,0.010430045127868715
228,-1,1.0542099475860596,matched,10221,0.0017699475860595282,0.0008999475860596018,0.00044994758605954033,-7.005241394053563e-05
